STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
KY,3,"418,630","248,900","67,670","92,620","392,740","11,500","206,310","325,520","686,570","11,210","6,540",330,"4,340","2,240","107,230","86,710","7,189,108","418,630","7,283,950","335,770","5,602,784","53,420","45,807","25,000","50,566","22,840","33,858","1,550",966,"66,410","579,628","21,270","45,726","24,720","184,302","64,700","700,976","8,590","10,380","42,893","35,830","67,868","5,960","12,534","75,720","94,842","1,750",398,110,760,"3,930","14,470","1,730","5,729","15,300","12,640","414,500","6,537,458","414,500","6,412,122","66,110","125,337","4,120","96,287","3,160","57,453","2,050","4,668","1,660","1,228","2,550","6,667","3,800","11,314","3,970","11,932","1,930",921,"1,840","13,246",40,257,60,37,60,188,"2,670","10,208",210,"2,269","19,040","11,985","246,570","1,351,129","245,220","136,814",0,0,"3,810","1,868","90,220","29,276","2,280",87,"4,060","1,317","14,160","7,233","33,260","5,281","42,980","15,135",500,132,"56,190","96,085","11,830","82,245","12,230","82,597","394,800","1,217,548","166,090","555,346","150,390","491,384","111,460","193,350","15,510","13,127","4,880","3,915","182,690","107,543","232,940","207,457",30,43,0,0,"30,360","32,794","375,860","1,042,465","374,300","1,038,546","2,250","3,919"
KY,4,"501,380","255,500","128,200","98,810","470,630","12,350","253,170","386,780","922,750","11,050","6,490",620,"3,930","1,250","111,340","105,020","18,151,806","501,380","18,311,556","436,820","15,023,042","85,230","77,898","40,910","97,901","37,660","68,107","4,900","2,652","54,920","430,717","34,980","98,434","35,720","367,586","91,360","1,592,470","13,100","16,070","70,470","82,990","562,481","10,150","67,438","98,180","159,750","8,840","2,129",310,"2,372","5,760","25,985","4,960","18,226","48,260","47,735","489,570","8,239,037","489,570","8,098,705","71,190","140,331","11,800","267,487","6,320","107,152","8,650","25,326","2,650","2,592","8,700","22,187","11,170","47,015","11,660","49,188","6,980","3,415","7,330","52,601",150,"1,018",230,229,170,655,"8,550","43,240",620,"8,199","45,670","62,839","496,820","9,591,900","493,900","1,039,530",10,105,"8,290","6,653","230,080","258,908","8,160",490,"15,080","8,881","26,250","27,255","93,550","19,213","158,010","200,525","3,090","1,339","38,580","85,086","15,650","102,042","16,360","107,578","490,060","2,022,535","124,360","295,280","112,590","265,044","112,880","230,475","16,370","13,785","4,650","4,521","368,480","780,622","390,870","878,169",50,92,0,0,"61,960","81,159","436,710","1,224,504","433,560","1,214,487","4,440","10,017"
KY,5,"276,970","100,600","135,780","32,130","259,000","6,380","157,450","193,280","591,590","3,620","1,650",350,"1,620",40,"41,600","76,450","17,019,588","276,970","17,171,380","238,900","13,199,739","77,870","84,676","41,170","138,638","38,170","100,999","9,390","5,497","38,640","343,794","34,700","150,364","31,590","435,462","72,020","1,780,254","11,410","10,450","47,511","61,230","919,901","10,970","114,363","73,030","151,792","8,350","2,122",390,"3,941","4,980","27,326","4,580","20,373","36,440","41,934","258,070","5,046,257","258,070","4,948,679","49,870","97,577","18,890","414,344","5,970","103,349","16,280","66,978","2,300","2,840","16,430","41,037","18,330","107,670","18,830","109,882","12,680","5,320","14,770","105,422",280,"1,527",440,467,220,745,"14,200","75,609",720,"9,087","39,100","83,259","276,530","11,475,184","275,950","1,366,935",10,115,"3,690","7,418","127,540","276,054","10,750",943,"11,260","6,071","16,970","20,387","29,120","4,761","99,380","239,448","3,310","1,812","27,570","68,920","4,310","33,132","5,560","40,780","273,280","1,675,309","4,700","2,284","3,740","1,831","27,430","50,023","10,840","9,328","1,080","1,428","247,530","1,090,885","255,030","1,175,119",40,51,0,0,"57,360","106,573","218,890","605,527","215,000","593,756","5,240","11,771"
KY,6,"174,300","33,910","127,230","10,410","163,230","3,700","104,680","114,710","433,990","1,380",460,250,680,0,"18,700","53,670","15,093,840","174,300","15,218,801","150,890","11,320,555","66,080","81,630","36,380","154,516","33,940","115,675","9,600","6,831","28,660","290,683","30,850","189,885","26,100","473,335","54,160","1,680,761","9,000","6,620","30,604","43,250","859,814","10,360","142,959","52,840","124,961","8,170","2,265",440,"4,494","3,920","25,656","3,440","17,693","25,510","29,376","156,880","3,526,688","156,880","3,456,206","34,550","70,482","17,420","421,041","4,230","78,286","15,720","84,482","1,540","2,357","15,800","43,717","16,990","125,248","17,390","127,119","12,390","5,645","14,130","107,556",210,"1,192",470,445,290,"1,155","13,920","90,344",660,"7,870","32,100","85,305","174,140","11,057,880","173,830","1,373,092",20,97,"1,340","4,490","85,610","239,066","10,340","1,307","12,040","6,914","14,260","17,351",0,0,"72,640","208,492","2,720","1,934","20,700","57,641",920,"6,923","1,720","12,028","172,620","1,528,606",0,0,0,0,"4,640","7,850","9,290","8,042",190,211,"168,870","1,134,027","170,480","1,206,361",40,40,0,0,"43,270","102,617","130,740","423,627","127,080","409,721","4,840","13,906"
KY,7,"227,190","23,800","194,910","6,530","212,480","4,680","138,940","120,690","622,560",890,260,260,370,0,"13,020","69,650","30,260,570","227,190","30,548,673","200,450","22,284,832","115,180","182,121","72,620","461,280","68,140","361,123","15,950","15,351","44,450","697,044","62,710","668,239","40,180","1,116,521","74,030","3,043,750","12,330","6,640","33,190","51,040","1,211,925","25,400","718,823","82,650","288,103","13,690","3,718","1,920","28,750","8,600","70,878","5,730","32,827","34,000","40,695","188,070","4,479,935","188,070","4,393,973","40,630","85,962","39,130","1,157,335","5,990","111,113","37,080","310,193","1,910","4,088","36,470","128,206","38,430","348,624","39,090","354,265","28,310","14,885","32,740","318,146",490,"2,973","1,210","1,105","1,060","5,265","34,850","332,326","1,680","30,096","59,420","273,642","227,110","24,341,698","226,960","3,556,151",140,846,890,"5,161","129,430","372,945","24,020","5,692","21,640","12,714","20,410","27,297",0,0,"107,260","314,026","4,760","4,814","33,090","129,369",150,"1,160",990,"6,712","225,500","3,591,988",0,0,0,0,760,"1,824","17,240","15,726",20,87,"225,900","3,183,207","226,330","3,348,983","1,310",484,450,142,"83,820","324,803","143,040","564,393","134,330","506,864","11,300","57,530"
KY,8,"53,010","4,950","46,510","1,170","49,780","1,030","38,500","15,690","151,180",60,20,20,30,0,790,"18,200","15,061,962","53,010","15,299,944","46,280","9,513,127","39,640","149,629","30,930","520,966","29,560","430,993","3,650","6,858","13,950","637,950","29,160","900,476","11,550","588,683","14,520","857,242","3,350",740,"4,168","11,400","319,712","17,440","1,583,847","18,580","237,982","1,660",421,"2,630","72,581","6,430","73,100","1,010","10,060",0,0,"30,570","736,810","30,570","720,170","7,800","16,640","22,440","871,243","1,180","35,290","21,720","379,412",690,"2,009","20,790","115,812","22,280","219,175","22,440","222,032","14,560","10,179","18,290","247,723",310,"2,288",830,360,"1,620","14,242","20,990","315,671","1,140","33,602","26,480","356,575","52,990","13,095,220","52,980","2,535,941",210,"2,787",140,"1,027","34,860","101,490","14,030","11,331","4,740","2,699",0,0,0,0,"24,100","72,652","1,270","2,912","12,630","98,039",0,0,150,"1,049","52,450","2,543,575",0,0,0,0,0,0,0,0,0,0,"52,950","2,434,450","52,990","2,591,699","20,290","15,753","25,600","27,182","27,630","322,436","25,280","270,647","18,670","158,530","8,000","112,117"
KY,9,"7,740",720,"6,830",150,"7,330",140,"6,830","1,260","22,440",0,0,0,0,0,20,"2,890","5,192,396","7,740","5,279,651","6,680","2,676,949","7,070","75,051","5,990","261,127","5,810","219,540",560,"2,141","2,640","225,022","6,060","536,127","1,690","98,309","1,470","91,616",670,50,262,"1,570","48,437","4,770","1,126,718","3,860","87,255",90,21,810,"31,876","1,900","26,334",200,"2,169",0,0,"2,840","68,467","2,840","66,682",830,"1,785","4,900","289,223",50,"2,683","4,710","188,290",190,678,"4,450","38,617","4,880","48,482","4,900","49,667","2,790","2,640","3,640","60,704",70,888,200,110,820,"11,147","4,690","144,802",410,"19,325","5,020","154,426","7,740","4,679,805","7,740","1,181,342",130,"1,825",10,91,"4,310","16,165","3,580","6,094",440,264,0,0,0,0,120,161,180,728,"2,640","29,069",0,0,10,91,"7,650","1,181,858",0,0,0,0,0,0,0,0,0,0,"7,740","1,165,177","7,740","1,241,572","5,110","15,785","6,860","29,121","4,200","183,665","3,520","121,989","1,680","42,607","2,100","79,382"
KY,10,"3,110",350,"2,670",50,"2,940",70,"2,940",280,"8,570",0,0,0,0,0,0,"1,380","8,296,525","3,110","8,342,777","2,630","2,155,474","3,010","186,596","2,690","792,048","2,630","531,617",210,"1,760","1,110","149,518","2,790","2,383,694",610,"46,493",570,"30,521",310,10,68,700,"21,812","2,480","2,201,940","1,810","46,252",20,5,300,"13,782","1,000","14,324",70,838,0,0,830,"19,513",830,"19,009",250,504,"2,290","475,690",10,"1,007","2,200","331,998",90,592,"2,040","31,758","2,280","22,713","2,290","23,694","1,150","1,742","1,270","23,247",40,844,80,34,730,"44,860","2,230","357,014",400,"25,393","2,420","418,483","3,110","7,382,191","3,110","2,117,038",390,"5,590",0,0,"2,160","46,768","1,890","21,211",100,62,0,0,0,0,0,0,70,543,"1,220","17,010",0,0,0,0,"3,090","2,230,965",0,0,0,0,0,0,0,0,0,0,"3,110","2,070,270","3,110","2,195,341","1,890","17,163","2,870","87,376","1,580","317,063","1,530","350,563",430,"47,277","1,220","303,286"
LA,0,"2,049,570","937,310","637,240","439,480","1,823,100","95,220","1,031,770","1,397,240","3,948,320","30,960","23,280","1,810","5,870","6,730","437,920","478,650","121,882,097","2,037,630","123,405,233","1,706,700","88,481,184","498,350","1,203,514","272,240","2,418,593","251,540","1,802,834","57,130","71,694","418,580","3,549,957","241,480","5,690,606","172,380","3,533,083","353,160","9,116,292","29,270","31,540","109,841","253,880","3,602,308","110,910","7,669,864","487,630","1,523,136","54,020","13,767","8,800","225,674","45,510","370,659","23,870","123,270","130,270","134,323","1,871,140","32,150,181","1,871,140","31,563,123","300,930","587,057","144,680","5,149,064","48,060","814,432","120,600","1,129,121","20,790","54,801","110,500","397,653","135,230","886,600","143,010","943,758","27,830","47,333","102,900","1,129,236","2,270","16,903","4,020","4,638","7,010","101,667","120,910","1,632,329","12,400","435,465","237,960","1,792,080","1,528,100","90,174,078","1,523,110","15,295,379","1,580","20,799","22,990","32,815","761,380","1,407,527","81,540","64,596","97,790","57,547","105,160","108,568","130,430","25,362","552,680","1,053,648","17,890","21,555","282,690","821,892","45,170","334,197","50,570","365,921","1,938,570","19,038,952","517,420","1,452,551","471,200","1,283,574","367,210","627,704","113,280","102,102","18,570","17,737","1,247,870","13,887,930","1,408,780","15,053,224","34,120","57,547","42,950","178,763","380,970","1,915,876","1,605,980","5,877,892","1,572,810","4,998,169","41,260","879,724"
LA,1,"33,640","21,810","9,210","1,540","19,920","4,120","17,670","9,380","48,410",170,150,0,20,0,"1,370","13,380","-4,766,547","21,860","-4,737,713","6,870","274,852","9,000","70,493","5,170","67,029","4,630","44,628",390,990,"12,670","-353,149","6,600","186,744","2,050","31,415","3,090","47,376","2,180",130,517,60,244,"5,490","-1,274,280","6,250","28,834",150,36,40,776,"1,510","9,862",160,972,"1,080","1,246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,"1,312",60,"1,139",480,157,100,234,10,1,0,0,10,7,10,10,70,67,0,0,"3,570","10,379","2,260","21,272","2,420","20,719","13,380","96,111","2,590","3,226","1,660","2,062","1,200","2,488","1,610","1,504","1,520","1,940",510,"1,078","4,660","13,117",200,397,0,0,"2,650","5,941","12,150","88,856","11,360","60,170","1,000","28,686"
LA,2,"266,690","214,740","18,730","30,370","230,970","15,590","112,130","168,340","275,340","5,910","4,840",110,960,"2,200","42,120","43,890","1,398,325","266,530","1,441,203","203,170","1,188,372","29,900","16,831","15,620","21,319","14,230","13,759",740,542,"49,490","111,912","13,710","9,159","8,690","38,520","18,740","95,710","1,370","2,450","7,004",630,"2,563","3,030","-14,337","43,950","42,878",570,128,50,221,"2,340","7,935",440,"1,485","3,700","3,212","264,930","3,122,387","264,930","3,062,248","32,430","60,139","1,720","34,639","1,170","19,894",650,"1,463",770,646,840,"2,165","1,380","3,511","1,550","4,051",210,257,730,"6,755",20,208,20,60,60,229,870,"1,575",110,"1,157",630,276,"5,810","11,708","4,830","1,335",0,0,"1,320",541,980,165,570,19,10,4,70,23,40,12,200,93,20,3,"37,450","27,798","5,110","40,911","5,450","41,130","227,320","233,906","106,280","120,799","92,930","106,929","30,730","21,933","12,520","10,984","2,840","2,535","4,480","1,170","44,340","29,931",20,20,0,0,"25,490","12,094","213,070","216,006","212,170","213,363","1,130","2,643"
LA,3,"512,570","269,110","50,940","186,210","465,580","21,180","246,550","411,710","931,640","11,060","8,710",360,"1,980","2,980","168,640","89,640","8,726,089","512,570","8,872,159","416,760","7,125,745","51,590","39,847","23,080","51,069","20,890","32,073","2,330","1,501","123,990","703,520","19,510","34,560","21,100","164,198","58,450","662,325","3,110","9,730","31,997","28,820","55,100","6,100","9,047","115,760","146,070","3,870",913,150,"1,003","4,300","16,570","2,010","6,283","15,060","12,644","506,430","7,999,419","506,430","7,878,499","64,930","120,920","6,090","136,137","4,370","69,528","3,050","4,145","2,340","2,662","2,870","6,274","5,040","12,294","5,690","15,114","1,180","1,932","2,470","20,835",80,579,70,67,130,512,"4,020","17,842",510,"7,480","26,090","16,308","291,810","1,487,710","290,480","150,698",10,35,"4,550","1,995","136,900","45,989","2,380",105,"11,530","3,664","23,230","10,706","35,460","6,534","72,550","24,376","1,040",461,"93,630","157,704","14,940","107,688","15,430","107,784","486,600","1,830,091","265,180","1,002,613","247,810","884,071","187,640","324,097","37,110","34,374","7,370","5,886","180,980","104,709","267,050","267,549",40,61,0,0,"40,100","43,549","460,610","1,605,568","459,050","1,599,757","2,100","5,811"
LA,4,"489,870","242,030","93,880","141,760","437,680","20,650","224,370","366,710","905,720","9,350","7,070",570,"1,710","1,540","128,000","104,970","17,691,079","489,870","17,878,600","426,290","14,999,084","82,600","69,997","37,840","99,500","34,330","65,169","7,330","4,859","77,080","194,534","31,620","92,151","32,130","348,441","81,490","1,541,837","4,650","7,930","26,386","69,630","454,120","10,880","44,500","97,420","187,521","14,540","3,524",390,"3,535","6,370","31,035","5,330","20,252","39,740","39,351","469,970","7,783,695","469,970","7,650,273","69,250","133,422","19,890","487,581","13,370","199,682","13,880","22,853","5,030","9,628","10,520","20,217","17,630","55,889","19,410","66,566","5,520","12,263","9,780","71,907",310,"1,861",280,487,220,906,"15,870","104,844","1,690","25,550","45,070","68,531","484,780","9,342,132","482,430","1,017,529",20,168,"10,040","8,040","240,840","287,867","8,510",539,"26,200","16,682","35,340","38,154","77,900","15,971","174,540","211,329","5,180","4,427","41,140","99,696","17,710","122,388","18,480","129,956","475,820","1,940,130","140,270","324,417","126,390","289,366","120,410","232,465","25,540","22,875","5,580","5,603","346,150","729,662","368,630","842,062",110,118,0,0,"78,760","118,415","408,740","1,215,098","405,800","1,203,896","3,990","11,202"
LA,5,"262,730","108,020","100,200","47,550","232,790","11,740","134,620","175,970","525,620","2,770","1,720",330,720,10,"48,680","74,410","16,112,458","262,730","16,268,897","226,950","12,738,470","75,570","79,308","37,480","133,133","34,210","90,497","9,520","7,330","45,690","256,723","31,730","121,694","28,620","423,638","60,490","1,587,268","4,120","4,410","16,401","51,990","755,782","11,450","112,123","66,400","156,439","9,250","2,325",440,"4,077","5,190","31,581","4,530","20,584","27,630","31,806","240,580","4,448,105","240,580","4,353,898","48,120","94,206","22,150","578,719","11,180","178,002","17,210","43,499","4,360","10,715","15,180","31,218","20,210","84,829","21,890","94,322","5,760","11,054","14,650","115,602",400,"2,675",440,764,280,"1,448","17,890","138,618","1,810","30,113","36,100","85,430","262,060","10,981,396","261,580","1,330,122",30,133,"3,730","7,988","116,470","248,833","10,670","1,174","13,430","7,747","16,390","21,013","17,010","2,835","93,600","208,823","4,080","5,375","27,660","75,570","3,970","33,175","5,380","41,854","257,450","1,587,371","3,100","1,496","2,410","1,146","22,230","38,374","11,910","10,791","1,050","1,488","238,270","1,081,289","244,500","1,170,070",80,147,0,0,"64,450","143,300","197,720","558,906","194,280","544,564","4,490","14,342"
LA,6,"162,190","40,360","101,610","17,460","144,940","7,210","90,450","104,300","383,770",960,460,200,300,0,"24,130","50,640","14,055,091","162,190","14,178,510","141,150","10,761,236","62,530","76,181","32,910","143,162","30,400","101,101","8,550","8,031","32,160","261,839","28,420","153,556","23,500","469,116","43,520","1,371,259","3,520","3,080","12,318","36,930","717,477","11,100","144,142","44,700","123,419","7,890","2,161",520,"5,905","4,190","29,387","3,180","17,064","16,560","17,442","144,210","3,079,529","144,210","3,013,134","32,550","66,395","17,970","500,230","6,890","118,595","14,990","54,144","2,690","8,079","13,880","32,196","16,660","89,244","17,820","96,479","4,060","7,380","13,430","115,420",290,"1,574",420,659,330,"1,407","14,480","121,964","1,430","27,981","29,340","89,268","161,950","10,371,832","161,690","1,335,701",60,173,"1,530","5,395","78,020","212,206","10,030","1,488","12,110","7,560","11,310","14,162",0,0,"66,280","182,828","2,580","3,872","20,520","64,331","1,020","7,531","1,900","13,764","159,790","1,477,895",0,0,0,0,"4,090","6,351","8,040","7,046",190,242,"157,320","1,123,495","158,830","1,200,046",90,78,0,0,"44,490","129,550","117,460","405,798","114,180","388,750","4,180","17,048"
LA,7,"245,050","33,090","196,780","12,620","221,500","10,810","146,690","137,770","662,290",700,300,220,180,0,"23,380","73,250","33,132,519","245,050","33,444,945","219,430","25,322,649","126,540","204,067","73,970","461,271","68,820","341,629","21,190","25,514","53,950","738,865","65,190","591,050","40,130","1,211,030","67,550","2,627,549","7,030","3,410","13,593","49,280","1,147,138","29,950","791,753","81,530","312,426","15,270","4,053","2,120","33,864","9,570","83,950","6,220","36,676","26,510","28,622","203,220","4,718,345","203,220","4,630,501","42,190","87,844","41,830","1,314,951","9,300","170,921","37,650","226,144","3,810","15,011","36,090","108,503","39,890","306,061","41,650","319,293","7,710","10,872","34,400","363,567",680,"4,382","1,290","1,737","1,260","6,039","35,660","365,081","3,170","74,454","60,500","308,342","244,900","26,764,585","244,740","4,025,813",250,"1,380","1,150","7,109","139,850","411,014","25,800","11,359","26,970","17,225","18,810","24,503",0,0,"117,460","343,627","4,040","5,497","36,400","155,095",170,"1,232","1,300","9,034","242,450","4,126,196",0,0,0,0,830,"1,833","16,550","14,528",30,43,"243,560","3,614,799","244,030","3,805,006","1,800",716,640,279,"86,790","389,713","157,900","706,211","149,650","638,113","10,500","68,099"
