STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N11520,A11520,N11530,A11530,N10970,A10970,N10971,A10971,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
MA,7,"634,710","170,900","419,080","32,320","596,740","21,900","379,970","319,210","37,990","1,456,950","1,440",320,10,"1,110",0,"33,880","213,180","88,615,345","634,710","89,431,289","549,590","64,896,290","378,910","320,739","256,420","1,433,762","245,820","1,002,047","26,960","17,660","118,540","2,807,600","246,120","3,211,062","109,090","3,433,647","158,920","6,487,772","1,160","88,820","1,448,193","138,870","3,566,526","43,900","1,098,984","171,730","815,944","30,110","8,478","9,310","157,224","21,900","191,775","16,330","99,722","36,810","32,721","314,420","136,016","512,780","11,562,167","512,780","11,280,475","128,540","281,692","121,930","3,427,771","19,420","491,334","117,000","814,368","4,480","7,061","113,030","752,666","121,430","1,139,836","121,830","1,136,559","69,680","28,751","103,890","1,179,931","2,330","18,502","5,380","8,639","2,950","3,536","2,740","11,405","95,700","478,760","5,930","96,283","185,470","720,017","634,050","72,791,034","633,410","11,378,541",600,"9,011","6,840","19,606","210,820","225,451","100,740","24,635","7,510","14,379","45,090","61,634",0,0,"78,700","62,684","25,350","33,163","93,720","452,271","9,680","48,908","12,340","49,697","629,920","12,027,880",0,0,0,0,"175,130","477,642","31,040","30,370","7,110","19,981",840,"2,162","39,590","82,906",780,"2,233","33,920","73,116","426,380","1,464,333","632,220","11,153,090","632,760","11,656,283","10,620","2,705","3,780","1,261","261,760","1,185,138","371,240","1,549,560","351,580","1,399,544","26,170","150,016"
MA,8,"306,360","44,620","250,500","8,020","290,170","10,140","195,940","87,780","22,970","833,360",160,20,0,140,0,"5,460","93,660","89,848,563","306,360","90,904,599","272,820","63,843,541","230,470","376,507","197,220","2,426,294","191,370","1,784,092","7,230","8,194","71,110","3,667,023","198,980","7,641,591","56,820","3,099,239","63,610","3,366,459",640,"27,000","435,584","52,110","1,618,148","49,620","3,488,117","88,900","1,056,036","12,310","3,238","14,550","393,049","19,160","250,051","4,000","36,140",0,0,"148,280","70,589","205,070","4,940,692","205,070","4,838,591","46,240","102,101","101,280","3,649,123","6,760","295,433","96,580","1,512,945","4,460","7,844","93,770","953,363","101,090","1,001,939","101,240","1,003,255","54,980","28,370","88,720","1,429,078","1,690","17,948","5,110","6,583",0,0,"5,660","36,942","86,530","743,006","4,070","112,469","146,550","1,010,608","306,220","80,184,876","306,110","15,791,395","1,510","46,676","1,290","5,001","146,470","192,067","99,030","68,082","4,970","6,023",0,0,0,0,"42,630","34,709","13,950","25,912","62,530","478,483",0,0,"1,910","8,060","304,540","15,328,483",0,0,0,0,"105,440","196,895",0,0,0,0,430,"1,256","32,110","40,666",410,"1,346",40,15,"54,920","161,878","305,950","15,599,328","306,240","16,469,142","156,060","124,774","173,280","208,497","182,970","2,218,751","122,190","1,064,790","98,650","687,947","28,600","376,842"
MA,9,"59,610","6,940","50,820","1,330","56,940","1,680","46,590","8,580","4,390","172,560",10,0,0,10,0,170,"18,900","40,273,805","59,610","40,858,075","52,170","24,289,493","52,830","229,932","49,510","1,570,042","48,360","1,179,619","1,140","2,650","16,530","1,776,921","51,450","6,387,264","11,260","875,410","10,220","627,443",170,"3,080","53,074","9,500","328,266","20,770","4,087,852","22,730","584,270","1,020",256,"6,630","266,635","7,350","124,765",860,"9,181",0,0,"21,730","11,044","28,040","684,111","28,040","668,208","7,110","15,903","31,570","1,544,530",690,"59,315","29,920","1,083,566","1,600","3,463","28,680","437,157","31,530","314,317","31,560","315,062","16,080","11,285","26,960","511,230",660,"10,141","1,460","1,185",0,0,"4,420","43,846","28,520","527,287","1,640","69,747","37,140","465,934","59,580","37,569,236","59,580","9,413,370","1,450","40,850",150,629,"34,420","121,594","31,550","70,030",100,63,0,0,0,0,30,19,"2,410","6,257","17,430","206,507",0,0,210,929,"59,240","8,891,945",0,0,0,0,130,111,0,0,0,0,80,265,0,1,70,223,0,0,"4,570","13,042","59,550","9,291,776","59,600","9,946,829","45,250","145,210","53,980","269,971","38,370","1,678,920","20,890","613,716","10,210","210,249","12,240","403,467"
MA,10,"32,050","3,680","27,280",690,"30,720",800,"28,890","3,800","2,150","93,930",0,0,0,0,0,50,"11,410","134,742,029","32,050","135,579,646","26,290","36,470,084","30,710","1,871,538","29,170","6,682,088","28,660","5,161,489",640,"6,924","8,830","2,158,685","30,270","62,563,628","5,750","891,654","5,100","421,871",120,980,"16,607","5,130","184,532","19,680","20,688,766","15,200","837,617",290,71,"5,280","296,975","6,650","135,228",430,"4,649",0,0,"7,380","3,793","9,500","230,057","9,500","224,635","2,440","5,422","22,560","7,886,139",150,"21,314","21,770","5,087,181",740,"8,963","19,320","543,101","22,540","224,721","22,550","247,307","10,480","10,989","15,940","313,352",540,"9,712",800,463,0,0,"8,720","789,035","21,380","6,329,730","3,340","140,623","23,630","2,331,149","32,030","124,294,962","32,030","34,415,609","5,260","183,771",50,199,"23,440","808,454","21,860","626,885",80,57,0,0,0,0,0,0,920,"5,067","11,990","349,259",0,0,60,273,"31,900","37,859,202",0,0,0,0,0,0,0,0,0,0,30,89,0,0,20,85,0,0,"1,940","5,926","32,010","33,607,154","32,050","36,565,195","23,810","324,088","30,390","2,204,748","14,940","3,318,096","16,950","4,588,016","4,780","744,480","13,580","3,843,536"
MI,0,"4,878,610","2,512,520","1,717,960","551,260","4,555,370","171,060","2,633,960","3,178,070","180,400","8,770,630","68,430","44,460",110,"23,860","11,650","706,750","1,442,700","379,391,734","4,817,620","382,759,273","3,723,680","233,735,281","1,581,720","2,244,940","961,730","8,932,799","912,020","6,829,481","83,430","63,162","773,540","9,983,178","988,770","36,724,878","582,100","13,758,321","1,081,050","26,491,673","37,370","651,500","7,558,383","877,980","14,722,004","239,330","25,602,212","919,270","3,367,539","74,940","19,565","23,430","613,474","94,850","724,864","67,940","379,229","161,560","144,101","1,558,320","591,583","4,493,820","80,022,956","4,493,820","78,003,028","988,520","2,019,929","289,390","12,701,184","71,040","1,423,000","255,010","3,434,452","28,940","40,491","250,190","1,691,595","285,000","2,260,826","286,540","2,285,116","166,650","86,951","207,010","1,875,923","5,840","39,234","9,980","10,891","26,310","39,529","13,710","308,460","234,440","4,521,384","28,280","2,123,787","730,050","5,802,103","3,832,540","289,903,578","3,808,670","51,773,765","4,160","63,007","48,670","72,523","1,109,570","1,320,999","309,800","414,188","13,500","21,723","243,520","265,756","301,070","57,629","309,170","223,343","95,230","71,215","572,710","1,776,421","149,760","894,396","158,800","883,319","4,575,190","61,149,674","945,810","1,898,816","747,880","1,433,108","1,074,460","3,388,329","185,420","165,076","97,730","102,963","31,830","148,504","150,080","336,174","31,840","171,270","326,090","548,014","3,981,460","10,606,258","3,687,570","50,452,803","3,855,830","53,598,032","124,360","231,934","153,860","924,915","1,034,320","6,157,201","3,609,610","13,680,770","3,521,940","10,996,437","115,920","2,684,332"
MI,1,"95,310","64,880","17,010","11,420","72,590","11,670","40,500","51,390","1,870","148,610",980,880,0,100,50,"12,010","35,200","-3,287,674","34,380","-3,245,334","9,640","411,547","14,190","63,198","8,420","123,785","7,670","106,374",370,666,"15,460","-311,951","14,680","252,821","3,250","43,835","5,680","60,832","2,980","3,990","50,686",60,158,"7,320","-1,174,715","7,520","42,340",170,41,60,983,"1,740","12,048",300,"1,899","1,150","1,275","15,790","5,194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,"4,446",70,"4,133",290,126,130,219,20,5,0,0,20,12,20,18,40,43,0,0,"3,930","10,144","3,850","29,879","3,980","26,860","55,300","321,674","10,930","22,735","10,140","20,880","17,950","65,654","2,200","2,030","3,340","4,327","2,020","21,992",40,89,"1,980","25,242","17,670","32,205","76,860","173,014",340,"4,228","5,300","16,379",280,467,0,0,"1,740","4,746","54,330","309,979","53,220","281,719","1,650","28,260"
MI,2,"611,130","508,920","51,450","43,860","559,530","28,040","297,500","355,090","11,080","598,910","26,370","17,520",0,"8,850","4,430","73,540","180,090","2,942,397","611,070","2,991,902","380,070","2,006,562","117,430","31,071","54,450","52,865","49,850","32,631","1,680",955,"79,170","207,733","52,950","32,391","37,140","143,245","92,190","434,634","1,990","32,870","234,952","2,400","8,273","5,070","-43,068","71,780","49,505",540,117,110,688,"3,380","10,810","1,010","3,745","4,100","3,741","87,960","23,623","607,230","7,417,587","607,230","7,135,543","149,130","282,044","3,860","82,418","2,950","53,034","1,400","2,670","1,790",904,"2,150","9,755","3,500","11,543","3,550","11,970","1,170",476,"1,410","10,303",40,245,60,48,220,377,60,182,"1,810","2,724",190,"2,163","1,580",275,"16,740","39,624","13,520","4,506",10,79,"1,200",482,"2,440",186,"1,500",44,0,0,190,71,90,21,50,23,40,12,"64,130","43,979","11,900","77,074","12,270","72,908","453,080","826,485","216,440","293,107","210,340","258,826","58,800","202,203","17,730","15,673","9,290","6,884","4,840","29,915","3,260","5,189","4,520","42,440","51,050","83,205","386,970","763,385","13,070","4,323","81,850","50,405",30,38,0,0,"20,930","9,101","443,650","785,155","441,680","779,529","2,910","5,625"
MI,3,"906,400","631,680","108,940","151,320","851,070","28,170","454,260","706,390","22,920","1,296,170","17,910","11,670",40,"6,200","5,480","215,740","238,760","15,698,464","906,400","15,868,165","617,840","9,362,050","174,310","68,991","81,950","130,612","76,040","81,024","3,550","2,032","166,780","835,372","85,610","164,155","69,600","527,200","174,820","2,043,401","3,990","198,800","2,538,749","121,550","246,675","12,320","-26,334","148,910","169,701","2,790",638,400,"2,735","8,260","26,067","4,570","16,800","13,940","13,028","192,440","55,589","896,210","13,810,825","896,210","13,435,968","191,490","374,858","10,160","245,262","7,770","139,484","5,150","7,965","3,970","2,474","6,520","28,104","9,590","35,269","9,700","36,049","4,380","2,022","4,260","29,343",140,867,150,123,890,"2,106",140,592,"6,270","23,426",760,"11,040","67,700","42,481","569,830","3,118,276","560,930","311,521",0,0,"4,060","1,691","135,720","42,048","7,960",298,420,158,"49,430","24,686","62,080","10,807","15,140","4,917","3,920",980,"125,010","180,750","35,660","203,403","35,980","187,595","846,990","2,841,343","464,590","1,003,759","368,640","832,358","179,190","587,545","44,040","37,723","27,610","21,273","13,100","45,384","20,970","53,103","13,080","48,661","79,850","128,145","755,550","1,705,839","490,200","269,491","567,910","457,048",60,118,0,0,"73,550","64,851","795,710","2,448,772","791,610","2,433,485","6,590","15,287"
MI,4,"1,135,970","683,910","220,290","200,840","1,070,980","32,780","574,470","863,150","37,200","1,877,030","16,130","11,180",60,"4,890","1,660","234,900","277,450","41,371,756","1,135,970","41,702,076","933,260","30,703,084","260,600","120,087","127,520","260,063","119,240","166,397","9,100","4,897","155,540","1,091,823","133,320","426,670","97,610","1,065,063","216,560","3,738,765","6,110","188,780","2,371,842","219,970","1,716,849","23,500","99,981","177,320","330,320","10,790","2,586","1,040","9,140","13,790","53,152","14,180","59,380","39,030","36,194","315,880","99,848","1,110,160","18,289,219","1,110,160","17,888,848","196,170","400,371","25,800","647,050","15,690","274,266","18,590","35,908","5,960","6,086","18,150","77,642","24,880","114,598","25,170","119,264","14,250","8,304","13,320","87,894",430,"2,367",560,725,"4,060","7,473",310,"1,342","18,490","106,141","2,600","40,791","129,170","190,882","1,118,320","22,227,048","1,109,110","2,395,252",30,215,"17,630","11,163","328,060","168,184","29,330","1,751","2,100","2,393","69,280","75,053","183,210","36,785","70,290","43,007","17,440","7,169","107,390","242,088","57,820","322,636","58,600","302,952","1,108,940","4,857,740","242,190","572,134","158,300","320,804","252,110","805,392","41,220","34,491","36,880","35,627","7,450","31,005","33,780","88,956","7,740","33,936","68,640","109,461","1,071,980","2,577,231","1,067,000","2,227,069","1,080,490","2,486,893",110,156,0,0,"184,790","223,959","944,120","2,593,489","936,610","2,564,804","11,210","28,685"
MI,5,"683,350","332,220","250,570","78,470","641,540","21,510","377,820","465,690","28,130","1,268,310","4,550","2,410",0,"2,140",40,"89,390","211,120","42,109,003","683,350","42,435,500","563,350","30,610,515","228,360","133,037","129,130","354,170","121,970","230,292","15,110","7,814","94,550","952,450","131,410","673,501","89,940","1,364,113","172,960","4,103,231","5,580","84,380","914,024","167,130","2,876,808","23,450","200,536","132,650","326,497","12,940","3,188","1,340","14,366","11,220","55,034","13,510","66,973","36,100","33,808","250,950","90,429","645,190","11,942,596","645,190","11,649,610","144,040","292,986","38,160","926,157","14,590","260,210","32,500","89,734","4,810","6,176","31,640","138,455","37,390","224,854","37,680","228,598","23,760","11,531","25,860","173,757",730,"3,884","1,000","1,333","9,030","13,542",420,"1,531","27,990","178,147","3,550","61,135","102,900","223,057","682,130","28,954,027","680,500","3,479,594",40,360,"11,120","15,070","172,540","118,481","38,340","3,353","1,800","3,049","36,510","46,322","55,660","9,998","52,370","39,683","18,870","11,237","66,430","191,825","23,490","158,157","25,190","156,322","674,320","4,621,797","11,680","7,081",470,240,"149,050","492,865","20,900","18,741","12,990","18,869","2,020","11,158","16,890","39,275","2,050","12,121","41,600","65,256","656,180","1,755,334","676,050","3,361,118","677,820","3,576,496",100,136,20,15,"169,350","313,598","512,440","1,357,145","503,780","1,322,995","12,140","34,150"
MI,6,"456,970","144,250","269,700","33,480","428,720","14,830","265,520","286,880","21,460","997,140","1,410",480,10,920,0,"40,900","158,080","39,615,999","456,970","39,909,078","378,630","28,084,988","196,410","134,965","119,250","414,526","113,080","272,719","16,490","8,991","70,990","868,122","120,360","865,885","78,160","1,601,981","133,700","3,904,876","4,690","57,000","588,153","125,410","2,873,495","22,510","308,066","98,290","293,079","11,180","2,915","1,440","18,499","9,240","55,825","9,460","55,854","23,530","19,077","195,720","80,969","416,840","8,936,274","416,840","8,713,838","105,860","222,436","40,120","1,000,203","10,510","204,047","36,240","133,966","3,370","5,349","35,710","163,655","39,600","287,675","39,830","290,034","26,460","12,032","30,440","209,735",800,"4,476","1,320","1,566","9,680","14,133",510,"1,740","30,240","205,193","3,430","66,513","90,110","232,762","456,520","29,376,752","455,770","3,800,740",60,288,"6,350","12,727","108,800","96,680","39,560","4,682","2,020","4,058","28,030","35,481",0,0,"42,690","33,885","15,890","11,571","51,480","166,224","10,030","62,642","11,220","67,835","453,000","4,548,425",0,0,0,0,"117,360","390,032","17,140","15,504","4,590","8,755",930,"4,317","16,460","38,601",920,"4,071","25,280","41,068","407,910","1,314,368","453,950","3,704,060","454,680","3,894,450",150,148,20,26,"139,090","343,996","317,050","996,083","308,460","957,492","11,580","38,592"
MI,7,"723,760","116,140","572,920","25,820","680,220","24,380","431,370","378,620","39,530","1,851,870","1,000",300,0,690,0,"36,590","247,010","98,462,266","723,760","99,256,184","613,290","70,008,948","392,130","378,037","268,050","1,421,082","255,990","971,464","29,430","20,630","129,750","2,373,734","271,120","3,658,202","145,700","4,773,747","217,700","8,309,827","8,450","72,110","715,994","183,140","5,137,344","63,110","1,552,606","194,120","793,918","29,270","8,219","6,410","106,716","20,720","165,917","19,630","120,970","43,720","36,978","369,530","171,213","636,150","15,156,394","636,150","14,811,023","156,290","345,371","87,610","2,652,733","15,710","345,207","82,060","483,774","4,790","9,128","80,910","439,768","86,750","767,498","87,130","770,464","56,610","27,536","68,480","554,868","1,900","10,417","3,490","3,773","2,430","1,898","2,260","11,101","73,140","722,437","8,220","225,457","198,230","781,466","723,420","79,710,577","722,920","11,804,863",290,"2,747","6,510","22,401","234,100","244,803","101,250","22,710","5,410","10,171","60,070","84,131",0,0,"96,940","76,470","29,400","25,858","96,790","414,857","7,010","40,605","9,610","56,832","719,410","12,584,221",0,0,0,0,"230,160","707,491","42,210","40,914","3,030","7,228","1,110","3,617","44,490","94,262","1,170","3,544","41,980","88,650","568,660","2,130,055","721,630","11,560,060","722,160","12,039,073","6,560","1,719","2,120",718,"294,040","1,217,646","428,350","1,757,122","405,560","1,590,265","30,560","166,857"
MI,8,"215,280","24,670","184,060","4,920","202,700","8,010","148,050","63,270","14,690","591,930",80,20,0,60,0,"3,540","75,060","61,207,601","215,280","61,939,017","184,620","38,951,769","152,760","350,745","131,530","1,745,339","127,540","1,265,931","6,560","7,526","47,940","2,196,787","135,760","5,519,361","49,980","3,112,099","57,750","3,219,405","2,790","12,130","127,286","47,800","1,503,158","51,630","4,133,066","64,910","731,416","6,680","1,716","8,020","228,958","16,170","188,281","4,010","39,020",0,0,"111,650","55,164","158,270","3,886,398","158,270","3,799,528","38,870","86,870","57,000","2,406,786","3,580","128,050","53,870","704,978","2,840","6,904","52,100","437,428","56,670","555,181","56,820","559,161","30,470","17,332","44,900","524,545","1,210","8,534","2,510","2,803",0,0,"3,970","29,702","51,400","817,191","5,650","326,617","104,810","1,021,849","215,170","53,837,601","215,110","10,322,431",600,"7,143","1,330","7,734","98,010","134,255","64,660","57,299","1,720","1,874",0,0,0,0,"31,630","25,278","8,370","10,709","41,730","305,517",0,0,"1,720","10,573","214,010","10,137,308",0,0,0,0,"69,720","136,979",0,0,0,0,320,920,"14,210","16,699",330,"1,043",40,24,"52,260","170,717","214,970","10,188,185","215,180","10,731,762","84,860","62,354","106,450","134,054","123,770","1,457,988","90,790","856,712","71,320","540,294","23,750","316,418"
MI,9,"33,300","3,820","28,470",760,"31,660","1,110","28,480","5,570","2,350","93,520",0,0,0,0,0,120,"12,630","22,488,974","33,300","22,804,845","28,430","11,320,307","29,280","194,346","26,490","944,465","25,970","721,322",740,"2,102","8,700","819,051","27,820","3,517,514","7,340","641,290","6,640","440,577",500,"1,070","12,453","6,940","233,873","17,510","4,088,627","14,480","315,871",450,112,"2,870","123,062","5,690","83,642",830,"9,311",0,0,"13,570","7,035","17,640","433,554","17,640","422,426","4,940","11,128","15,670","1,068,459",210,"15,053","14,720","458,890",900,"2,325","13,750","182,019","15,620","154,977","15,650","156,285","6,210","4,276","11,610","174,936",340,"3,875",580,368,0,0,"2,510","34,173","14,610","444,219","1,800","231,699","22,040","546,267","33,280","20,437,006","33,270","5,068,204",650,"7,747",130,792,"18,070","101,039","16,490","63,983",20,12,0,0,0,0,20,37,940,"1,672","9,700","105,837",0,0,160,986,"33,060","4,937,291",0,0,0,0,130,168,0,0,0,0,50,169,0,0,40,184,0,0,"3,490","11,124","33,240","4,967,165","33,300","5,304,006","21,340","64,554","29,440","151,042","19,280","845,339","13,860","474,691","6,930","168,724","8,120","305,966"
